,Reg. Year,Sex,Age,Basic Qualification,Additional Qualification,State
571,2015,Female,33,MBBS Regional Institute of Medical Sciences Imphal Manipur University,MDGenMedicine Manipur University,tripura
572,2015,Male,32,MBBS Agartala Government Medical College Tripura University,MD Pathology Manipal University,tripura
573,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
574,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
575,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
576,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,manipur
577,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
578,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
579,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
580,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
581,2012,Male,29,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
582,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
583,2015,Female,31,MBBS Agartala Government Medical College Tripura University,,tripura
584,2015,Female,29,MBBS Agartala Government Medical College Tripura University,,tripura
586,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
587,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
588,1990,Male,31,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
589,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
590,201,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
591,201,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
592,2012,Male,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
593,201,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
594,2015,Female,31,MBBS The West Bengal University of Health Sciences,MSObst Gyane Tripura University,delhi
595,2015,Male,33,MBBS The West Bengal University of Health Sciences,MDAnaes Tripura University,west bengal
597,2015,Male,41,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
598,2015,Male,29,MBBS Agartala Government Medical College Tripura University,,nagaland
599,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
600,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
601,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
602,2015,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
603,2012,Male,33,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
605,2015,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
606,2015,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
608,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
609,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
610,2015,Male,36,MBBS Manipur University,MDENT Manipur University,tripura
611,2015,Male,33,MBBS Manipur University,MDPharmacology Manipur University,tripura
612,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
613,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
614,2012,Male,29,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
615,2015,Male,67,MBBS Calcutta University,MD Calcutta University,west bengal
616,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
617,2015,Female,31,MBBS Agartala Government Medical College Tripura University,MD Anatomy Rajib Gandhi Universityof Health Sciences,tripura
618,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
619,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
620,2012,Male,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
621,2012,Female,6,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
622,2012,Male,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
623,2012,Male,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,assam
625,2012,Male,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
627,2012,Female,32,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
629,2012,Male,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
630,2012,Male,32,MBBS Agartala Government Medical College Tripura University,,tripura
631,2012,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
632,2012,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
633,2012,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
634,2012,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
635,2012,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
636,2012,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
637,2012,Female,31,MBBS Agartala Government Medical College Tripura University,,tripura
638,2012,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
639,2012,Female,32,MBBS Agartala Government Medical College Tripura University,,tripura
640,2012,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
641,2012,Female,29,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
642,2012,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
643,2012,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
644,2013,Male,33,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
645,2012,Female,30,MBBS Agartala Government Medical College Tripura University,,tripura
646,2013,Female,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,manipur
647,2013,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
648,2013,Male,34,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,west bengal
649,2013,Female,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
650,2013,Female,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
651,2013,Male,33,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
652,2013,Male,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
654,2013,Male,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,kerala
655,2013,Female,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,manipur
656,2013,Female,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,manipur
657,2013,Female,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
658,2013,Female,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
660,2013,Female,31,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
661,2013,Male,32,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,uttar pradesh
662,2013,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,manipur
663,2013,Male,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
664,2013,Male,31,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,assam
665,2013,Male,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,assam
666,2013,Male,33,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
668,2013,Male,32,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
669,2013,Female,29,MBBS Agartala Government Medical College Tripura University,,tripura
670,2013,Female,30,MBBS Agartala Government Medical College Tripura University,,tripura
671,2013,Female,30,MBBS Agartala Government Medical College Tripura University,,tripura
672,2013,Female,39,MBBS Agartala Government Medical College Tripura University,,tripura
673,2013,Female,29,MBBS Agartala Government Medical College Tripura University,,tripura
675,2013,Female,30,MBBS Agartala Government Medical College Tripura University,,tripura
676,2013,Female,28,MBBS Agartala Government Medical College Tripura University,,tripura
677,2013,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
678,2013,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
680,2013,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
681,2013,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
682,2013,Male,32,MBBS Agartala Government Medical College Tripura University,,tripura
683,2013,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
684,2013,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
685,2013,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
686,2013,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
687,2013,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
688,2013,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
689,2013,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
691,2013,Male,64,MBBS PMC Under Patna University,,tripura
692,2013,Female,31,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,bihar
693,2013,Male,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,delhi
697,2013,Male,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tamil nadu
698,2013,Female,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,haryana
699,2013,Male,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,assam
700,2013,Male,31,MBBS RIMS Imphal Under Manipur University,,tripura
701,2013,Male,34,MBBS Agartala Government Medical College Tripura University,,rajasthan
703,2013,Male,31,MBBS RIMS Imphal Under Manipur University,,tripura
704,2013,Male,32,MBBS RIMS Imphal Under Manipur University,,tripura
705,2013,Female,31,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
706,2013,Female,29,MBBS RIMS Imphal Under Manipur University,,tripura
707,2013,Male,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,andhra pradesh
708,2013,Male,47,MBBS RIMS Imphal Under Manipur University,,tripura
709,2013,Male,30,MBBS RIMS Imphal Under Manipur University,,tripura
710,2013,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
713,2013,Male,32,MBBS Agartala Government Medical College Tripura University,,tripura
714,2013,Male,34,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,arunachal pradesh
715,2013,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,manipur
717,2013,Male,64,MBBS RMC Imphal Under Guwahati,DCP Under Calcutta University,tripura
718,2013,Male,65,MBBSMKCGMC Under Berhampur University,DOG Under Calcutta University,tripura
719,2013,Male,32,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,kerala
720,2013,Male,33,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,madhya pradesh
721,2013,Male,63,MBBSUnder Guwahati University,DMCW Under Calcutta University,tripura
722,2013,Male,31,MBBS Under WB University of Health Scince,,tripura
723,2013,Male,36,MBBS RIMS Imphal Under Manipur University,,tripura
724,2013,Male,56,MBBS NB University,DOG Under Calcutta University,west bengal
725,2013,Male,56,MBBS RNTMC UdaipurUnder Rajasthan University,,tripura
726,2013,Male,62,MBBSSCBMCUnder Calcutta University,,tripura
727,2013,Female,31,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
729,2013,Male,33,MBBS RIMS Imphal Under Manipur University,,tripura
730,2013,Male,32,MBBS Agartala Government Medical College Tripura University,,rajasthan
731,2013,Female,30,MBBSRIMS Under Imphal University,,tripura
